Series ID,FXRUSD,FXRTWI,FXRCR,FXRJY,FXREUR,FXRSKW,FXRUKPS,FXRSD,FXRIRE,FXRTB,FXRNZD,FXRNTD,FXRMR,FXRIR,FXRVD,FXRUAED,FXRPNGK,FXRHKD,FXRCD,FXRSARD,FXRSARY,FXRSF,FXRSK,FXRPHP,FXRSDR
31-Jan-2022,0.7011,59.3,4.4598,80.97,0.6281,845.46,0.5226,0.9507,52.56,23.45,1.0683,19.5,2.9369,10094,15889,2.5748,2.46,5.4672,0.8930,,,0.6529,,,0.5041
28-Feb-2022,0.7182,60.6,4.5329,83.01,0.6444,866.16,0.5382,0.9765,54.33,23.51,1.0747,20.12,3.0182,10318,16389,2.6376,2.5289,5.6104,0.9198,,,0.6653,,,0.5151
31-Mar-2022,0.7482,63.6,4.7506,91.45,0.6704,905.91,0.5704,1.0127,56.66,24.97,1.0759,21.41,3.1458,10743,17085,2.7478,2.6345,5.858,0.9367,,,0.692,,,0.5409
29-Apr-2022,0.7148,63.1,4.7308,93.21,0.6782,900.93,0.571,0.9879,54.68,24.54,1.0973,21.04,3.1105,10362,16415,2.6251,2.5169,5.6091,0.9115,,,0.6939,,,0.5335
31-May-2022,0.7187,63.2,4.7873,91.91,0.6688,890.33,0.5699,0.9847,55.82,24.58,1.0996,20.81,3.1450,10488,16663,2.6394,2.5306,5.6406,0.9104,,,0.69,,,0.5327
30-Jun-2022,0.6889,61.8,4.6122,93.95,0.6589,895.12,0.5671,0.9584,54.37,24.32,1.1088,20.49,3.0353,10253,16041,2.53,2.4257,5.4058,0.8885,,,0.6573,,,0.5169
29-Jul-2022,0.7007,63.1,4.7252,93.19,0.6862,911.25,0.5746,0.966,55.66,25.79,1.1098,20.98,3.1171,10405,16368,2.5733,,5.5004,0.8975,,,0.6668,,,0.532
31-Aug-2022,0.6902,63.3,4.7571,95.55,0.6875,924.63,0.5905,0.9627,54.84,25.12,1.1219,20.94,3.0893,10245,16189,2.5348,,5.4162,0.9019,,,0.6715,,,0.5292
30-Sep-2022,0.6502,61.5,4.608,93.95,0.6618,929.66,0.5835,0.9307,53.02,24.56,1.1363,20.61,3.0156,9903,15520,2.3879,,5.1039,0.8908,,,0.6341,,,0.5096
31-Oct-2022,0.6420,61.3,4.6649,94.99,0.6446,913.26,0.5535,0.9062,52.91,24.38,1.1025,20.71,3.0351,10013,15954,2.3577,,5.0394,0.8741,,,0.6399,,,0.4995
30-Nov-2022,0.6698,62.1,4.7835,92.81,0.6468,883.16,0.5588,0.9184,54.66,23.67,1.0765,20.65,2.9977,10541,16511,2.4598,,5.2297,0.9091,,,0.6377,,,0.5097
30-Dec-2022,0.6775,61.4,4.7141,89.88,0.6359,857.38,0.5625,0.9102,56.06,23.4,1.0711,20.86,2.9898,10555,15972,2.4881,,5.2829,0.9181,,,0.6256,,,0.5091
31-Jan-2023,0.7037,62.4,4.7547,91.69,0.6488,866.47,0.5702,0.9249,57.49,23.05,1.0912,21.15,2.9907,10542,16500,2.5843,,5.5145,0.9436,,,0.6509,,,0.5206
28-Feb-2023,0.6730,61.4,4.669,91.68,0.6354,890.12,0.5586,0.9076,55.66,23.63,1.0932,20.51,3.0183,10257,16004,2.4716,,5.2816,,,,0.6303,,37.16,0.5074
31-Mar-2023,0.6712,60.3,4.6051,89.1,0.6156,869.3,0.5415,0.8908,55.18,22.9,1.0683,20.44,2.9597,10051,15748,2.465,,5.2688,,,,0.6135,,36.45,0.4988
